4.014579462818801403e-05	4.103315586689859629e-05	4.299450665712356567e-05	8.967915782704949379e-04	3.836140967905521393e-05	5.328634753823280334e-03	3.944864874938502908e-05	4.088538480573333800e-05	3.933354673790745437e-05	7.959976792335510254e-01	4.025141606689430773e-05	6.297869258560240269e-04	4.568567092064768076e-04	4.081722727278247476e-05	1.612335741519927979e-01	7.786245259921997786e-05	3.892135646310634911e-05	3.924803604604676366e-05	4.339390943641774356e-05	8.342090586666017771e-05	4.128152068005874753e-05	1.543618831783533096e-02	4.308083953219465911e-05	3.589753468986600637e-04	1.079405483324080706e-04	3.944897980545647442e-05	4.186826845398172736e-05	4.933318632538430393e-05	1.869244128465652466e-02
3.437582927290350199e-05	3.513565388857387006e-05	3.681510861497372389e-05	7.655426161363720894e-04	3.284790363977663219e-05	8.372448064619675279e-05	3.377888060640543699e-05	3.500912134768441319e-05	3.368032048456370831e-05	9.761527180671691895e-03	3.446626942604780197e-05	5.391830927692353725e-04	9.850299358367919922e-01	3.495076089166104794e-05	1.002366479951888323e-04	6.667164416285231709e-05	3.332737105665728450e-05	3.360709888511337340e-05	3.715710772667080164e-05	7.143120456021279097e-05	3.534831921570003033e-05	6.686095148324966431e-04	3.688903234433382750e-05	3.073813859373331070e-04	9.242675878340378404e-05	3.377916073077358305e-05	3.585073864087462425e-05	4.224275835440494120e-05	1.914029940962791443e-03
5.011722169001586735e-05	5.122498623677529395e-05	5.367349876905791461e-05	1.115821418352425098e-03	4.788962905877269804e-05	1.220636404468677938e-04	4.924691893393173814e-05	5.104051160742528737e-05	4.910322604700922966e-05	4.663630127906799316e-01	5.024908023187890649e-05	7.861009216867387295e-04	5.161520242691040039e-01	5.095542655908502638e-05	1.003543194383382797e-02	9.720195521367713809e-05	4.858865577261894941e-05	4.899647683487273753e-05	5.417210559244267642e-05	1.041410141624510288e-04	5.153504025656729937e-05	9.761533001437783241e-04	5.378127752919681370e-05	4.481379583012312651e-04	1.347508659819141030e-04	4.924733002553693950e-05	5.226752182352356613e-05	6.158658652566373348e-05	2.791531849652528763e-03
4.980424637324176729e-05	5.090509148431010544e-05	5.333831722964532673e-05	1.110035926103591919e-03	4.759056537295691669e-05	1.213013674714602530e-04	4.893937875749543309e-05	5.072177009424194694e-05	4.879658445133827627e-05	8.214670419692993164e-01	4.993527909391559660e-05	7.815702701918780804e-04	5.667631630785763264e-04	5.063721619080752134e-05	1.452244468964636326e-04	9.659494389779865742e-05	4.828522651223465800e-05	4.869050098932348192e-05	5.383380994317121804e-05	1.034906672430224717e-04	5.121321009937673807e-05	1.260607540607452393e-01	5.344541932572610676e-05	4.453387518879026175e-04	1.339093578280881047e-04	4.893978621112182736e-05	5.194111872697249055e-05	6.120198668213561177e-05	4.809971153736114502e-02
4.014345540781505406e-05	4.103076571482233703e-05	4.299200372770428658e-05	8.989855996333062649e-04	3.835917232208885252e-05	9.777190280146896839e-05	3.944634954677894711e-05	4.088300192961469293e-05	3.933125481125898659e-05	8.558198213577270508e-01	4.024907320854254067e-05	6.296849460341036320e-04	4.568347358144819736e-04	4.081485167262144387e-05	2.912561781704425812e-02	7.785791240166872740e-05	3.891908636433072388e-05	3.924574775737710297e-05	4.339138104114681482e-05	8.341603825101628900e-05	4.127911597606725991e-05	1.093643680214881897e-01	4.307832932681776583e-05	3.589552361518144608e-04	1.079342546290718019e-04	3.944668060285039246e-05	4.186582737020216882e-05	4.933031232212670147e-05	2.278941916301846504e-03
4.947534398525021970e-05	5.056892041466198862e-05	5.298607356962747872e-05	1.100837369449436665e-03	4.727628038381226361e-05	1.205003063660115004e-04	4.861618799623101950e-05	5.038681047153659165e-05	4.847433592658489943e-05	8.656030893325805664e-01	4.960551450494676828e-05	7.761244778521358967e-04	8.861564099788665771e-02	5.030281317885965109e-05	1.442654029233381152e-04	9.595703886589035392e-05	4.796635403181426227e-05	4.836895459447987378e-05	5.347829574020579457e-05	1.028072292683646083e-04	2.584882453083992004e-02	1.349686365574598312e-02	5.309247353579849005e-05	4.423983627930283546e-04	1.330250379396602511e-04	4.861659544985741377e-05	5.159810461918823421e-05	6.079781087464652956e-05	2.708068117499351501e-03
2.506054988771211356e-05	2.561447399784810841e-05	2.683882485143840313e-05	8.659118413925170898e-02	2.394666626059915870e-05	6.103653868194669485e-05	2.462536394887138158e-05	2.552222940721549094e-05	2.455351204844191670e-05	1.473294496536254883e-01	2.512648279662244022e-05	1.848902404308319092e-01	1.295413225889205933e-01	2.547968324506655335e-05	7.307418127311393619e-05	4.860473563894629478e-05	2.429620690236333758e-05	2.450013198540546000e-05	2.708814827201422304e-05	5.207453432376496494e-05	2.576951192168053240e-05	4.887485993094742298e-04	2.689271786948665977e-05	3.320363536477088928e-02	3.318458795547485352e-03	2.462556949467398226e-05	2.613578180898912251e-05	3.079567250097170472e-05	4.139653146266937256e-01
2.184916411351878196e-05	2.233210580016020685e-05	2.339956336072646081e-05	7.922790199518203735e-02	2.087802022288087755e-05	5.321500793797895312e-05	2.146974657080136240e-05	2.225168282166123390e-05	2.140710239473264664e-05	1.512153893709182739e-01	2.190664963563904166e-05	1.298383474349975586e-01	4.177419841289520264e-02	2.221458998974412680e-05	6.371008930727839470e-05	4.237627945258282125e-05	2.118276825058273971e-05	2.136056173185352236e-05	2.361693623242899776e-05	4.540144436759874225e-05	2.246727854071650654e-05	4.262262082193046808e-04	2.344654967600945383e-05	3.119521774351596832e-02	5.874614726053550839e-05	2.146992483176290989e-05	2.278661122545599937e-05	2.684936043806374073e-05	5.656784176826477051e-01
3.892323729814961553e-05	3.978357563028112054e-05	4.168519808445125818e-05	8.661373285576701164e-04	3.719318920047953725e-05	9.479998698225244880e-05	3.824732266366481781e-05	3.964030474890023470e-05	3.813572402577847242e-05	7.199230790138244629e-01	3.902564276359044015e-05	6.107282242737710476e-04	2.148376405239105225e-01	3.957422450184822083e-05	1.134964622906409204e-04	7.549131260020658374e-05	3.773608477786183357e-05	3.805281812674365938e-05	4.207243910059332848e-05	8.088049071375280619e-05	4.002437708550132811e-05	7.597723160870373249e-04	4.176890433882363141e-05	5.970096588134765625e-02	1.046534380293451250e-04	3.824764280579984188e-05	4.059325510752387345e-05	4.783084659720771015e-05	2.153824316337704659e-03
4.236817767377942801e-05	4.330465890234336257e-05	4.537458880804479122e-05	9.507753420621156693e-04	4.048501068609766662e-05	1.031903520924970508e-04	4.163244011579081416e-05	4.314870966481976211e-05	4.151096436544321477e-05	2.084234803915023804e-01	4.247964898240752518e-05	2.811952494084835052e-02	4.821469774469733238e-04	4.307677954784594476e-05	1.235415838891640306e-04	8.217274444177746773e-05	4.107595668756403029e-05	4.142072066315449774e-05	4.579610322252847254e-05	8.803889795672148466e-05	4.356677527539432049e-05	8.259112946689128876e-04	4.546570198726840317e-05	3.788474132306873798e-04	1.139158994192257524e-04	4.163278572377748787e-05	4.418600292410701513e-05	5.206416608416475356e-05	7.595698833465576172e-01
3.872398156090639532e-05	3.957991430070251226e-05	4.147180152358487248e-05	8.625007467344403267e-04	3.700279194163158536e-05	9.431468060938641429e-05	3.805152300628833473e-05	3.943737829104065895e-05	3.794049916905350983e-05	6.337765455245971680e-01	3.882586315739899874e-05	6.080050370655953884e-04	7.890464365482330322e-02	3.937163273803889751e-05	1.129154479713179171e-04	7.510485011152923107e-05	3.754290446522645652e-05	3.785801527556031942e-05	4.185705984127707779e-05	8.046644506976008415e-05	3.981948248110711575e-05	7.541882223449647427e-04	4.155507849645800889e-05	2.817710340023040771e-01	1.041176947182975709e-04	3.805184314842335880e-05	4.038545012008398771e-05	4.758598879561759531e-05	2.181095536798238754e-03
4.510935104917734861e-05	4.610642281477339566e-05	4.831027399632148445e-05	1.009841449558734894e-03	4.310434451326727867e-05	1.098666471079923213e-04	4.432601053849793971e-05	4.594038182403892279e-05	4.419667675392702222e-05	5.312508940696716309e-01	4.522803283180110157e-05	2.455467917025089264e-02	2.657367289066314697e-01	4.586379873217083514e-05	1.315345725743100047e-04	8.748922846280038357e-05	4.373352203401736915e-05	4.410059409565292299e-05	4.875905869994312525e-05	9.373491775477305055e-05	4.638549580704420805e-05	9.717110544443130493e-02	4.840728070121258497e-05	7.621899247169494629e-02	1.212861243402585387e-04	4.432638161233626306e-05	4.704478487838059664e-05	5.543265797314234078e-05	2.727427287027239799e-03
3.651383667602203786e-05	3.732091863639652729e-05	3.910483064828440547e-05	1.926704198122024536e-01	3.489088339847512543e-05	8.893173799151554704e-05	3.587976243579760194e-05	3.718651714734733105e-05	3.577507231966592371e-05	2.009938508272171021e-01	3.660990478238090873e-05	1.112680435180664062e-01	7.070251554250717163e-02	3.712452598847448826e-05	5.998865701258182526e-03	7.081829971866682172e-05	3.540017132763750851e-05	3.569729597074910998e-05	3.946809738408774137e-05	7.037318777292966843e-03	3.754681529244408011e-05	7.188971340656280518e-02	3.918335278285667300e-05	3.264991391915827990e-04	7.450669258832931519e-02	3.588006075005978346e-05	3.808047767961397767e-05	4.487005571718327701e-05	2.638098001480102539e-01
